timestamp,no error,error 5%,error 10%,error 15%
"01/21/2019, 14:32:00",0.9999912661,0.8806524564,0.9766350999,0.9943086543
"01/21/2019, 14:34:00",0.9995986714,0.99962758,0.9814425065,0.6022538697
"01/21/2019, 14:36:00",0.9797346856,0.989134944,0.9942736002,0.9947505149
"01/21/2019, 14:38:00",0.9911073887,0.9798998744,0.4428686008,0.9805278709
"01/21/2019, 14:40:00",0.951349454,0.9951748493,0.9826406426,0.9820395829
"01/21/2019, 14:42:00",0.999718591,0.998903632,0.993218979,0.9985505297
"01/21/2019, 14:44:00",0.9853082173,0.9676682951,0.9861491433,0.9935829364
"01/21/2019, 14:46:00",0.9947019311,0.9506670632,0.9994319628,0.9724147758
"01/21/2019, 14:48:00",0.9695959966,0.9987784555,0.995409775,0.9968148544
"01/21/2019, 14:50:00",0.8931935765,0.8885299412,0.9989339843,0.9725029405
"01/21/2019, 14:52:00",0.9800991303,0.9636545298,0.9937738464,0.8680154372
"01/21/2019, 14:54:00",0.9460328701,0.9667634233,0.9876229984,0.954642496
"01/21/2019, 14:56:00",0.9934578042,0.9808622603,0.9984590683,0.954641685
"01/21/2019, 14:58:00",0.9472191264,0.994215107,0.9985104506,0.9473924574
"01/21/2019, 15:00:00",0.9699716383,0.945628135,0.9959125291,0.9492576485
"01/21/2019, 15:02:00",0.8105177167,0.9965055035,0.9880812994,0.989879764
"01/21/2019, 15:04:00",0.9463719384,0.9369619913,0.9631285271,0.8893852379
"01/21/2019, 15:06:00",0.9993125714,0.9382223305,0.9787603161,0.9920328754
"01/21/2019, 15:08:00",0.9790707364,0.9727120294,0.9766060089,0.9863461902
"01/21/2019, 15:10:00",0.9617316635,0.9630018016,0.9258917262,0.99532827
"01/21/2019, 15:12:00",0.9810893661,0.9881747507,0.9848013197,0.9877950969
"01/21/2019, 15:14:00",0.9884548434,0.9769109034,0.9975118311,0.996245891
"01/21/2019, 15:16:00",0.9997669997,0.9973389989,0.9702722252,0.9384615631
