timestamp,error 5%,error 10%,error 15%
"01/21/2019, 14:32:00",0.9995516953,0.99,0.9923112713
"01/21/2019, 14:34:00",0.9987893306,0.9970238794,0.9980512582
"01/21/2019, 14:36:00",0.9976340069,0.992232359,0.9979050915
"01/21/2019, 14:38:00",0.9824561774,0.8598156392,0.9975016741
"01/21/2019, 14:40:00",0.9679335131,0.9383586311,0.9883685178
"01/21/2019, 14:42:00",0.9993260119,0.9865435521,0.9755404545
"01/21/2019, 14:44:00",0.9987953542,0.9843519223,0.9730108099
"01/21/2019, 14:46:00",0.9891938869,0.9893369707,0.9195228009
"01/21/2019, 14:48:00",0.9718681084,0.5226514427,0.9590415298
"01/21/2019, 14:50:00",0.9574188809,0.8711099679,0.9774640091
"01/21/2019, 14:52:00",0.9343101084,0.9847112819,0.9800215569
"01/21/2019, 14:54:00",0.9734367701,0.9925875063,0.9686422285
"01/21/2019, 14:56:00",0.959912057,0.9937588747,0.9881118245
"01/21/2019, 14:58:00",0.9596021264,0.9980961033,0.9415292234
"01/21/2019, 15:00:00",0.2433686184,0.8350199603,0.9609570504
"01/21/2019, 15:02:00",0.9558377787,0.9974653294,0.7811200131
"01/21/2019, 15:04:00",0.9816944162,0.9543280592,0.9363854671
"01/21/2019, 15:06:00",0.9101236891,0.9183714974,0.9617573669
"01/21/2019, 15:08:00",0.9911018925,0.9870160922,0.9438897692
"01/21/2019, 15:10:00",0.9892955635,0.9889391363,0.9898044166
"01/21/2019, 15:12:00",0.9109294919,0.9704274758,0.9526272414
"01/21/2019, 15:14:00",0.9679132966,0.9661971348,0.9934886987
"01/21/2019, 15:16:00",0.9997011089,0.9891651964,0.9151813026
"01/21/2019, 15:18:00",0.9920145076,0.2816777232,0.229390453
"01/21/2019, 15:20:00",0.9677815635,0.9976319889,0.910513226
"01/21/2019, 15:22:00",0.99866005,0.9917498146,0.8844005925
"01/21/2019, 15:24:00",0.9876459791,0.9271369445,0.9885855594
"01/21/2019, 15:26:00",0.9870997583,0.994119951,0.9183492967
"01/21/2019, 15:28:00",0.9753001006,0.981988076,0.9952006388
"01/21/2019, 15:30:00",0.5543588393,0.973079058,0.973200478
"01/21/2019, 15:32:00",0.9670850096,0.9743288192,0.9714042524
"01/21/2019, 15:34:00",0.9971155018,0.9962343793,0.92323324
"01/21/2019, 15:36:00",0.9636722277,0.9875712877,0.9341286796
"01/21/2019, 15:38:00",0.9837501386,0.9237745922,0.9357572532
"01/21/2019, 15:40:00",0.9542206795,0.9689590312,0.9476387422
"01/21/2019, 15:42:00",0.9984885541,0.9549045126,0.9238550523
"01/21/2019, 15:44:00",0.98262136,0.9867049644,0.5793224651
"01/21/2019, 15:46:00",0.9082485301,0.9855573191,0.9664157866
"01/21/2019, 15:48:00",0.9949079944,0.9948539987,0.9934976409
"01/21/2019, 15:50:00",0.9951587672,0.9993750823,0.9824641881
"01/21/2019, 15:52:00",0.9826811577,0.9868211314,0.9492553358
"01/21/2019, 15:54:00",0.9627924929,0.9989623403,0.8853409302
"01/21/2019, 15:56:00",0.962433643,0.9779520199,0.9960993078
"01/21/2019, 15:58:00",0.9751753395,0.9821178112,0.979554664
"01/21/2019, 16:00:00",0.9851189784,0.9907539675,0.9752897627
"01/21/2019, 16:02:00",0.9905800513,0.9236714655,0.988039061
"01/21/2019, 16:04:00",0.9731722832,0.9954440119,0.9762057346
"01/21/2019, 16:06:00",0.9932396165,0.9835192477,0.9940135668
"01/21/2019, 16:08:00",0.9393551514,0.9488721828,0.7635850147
"01/21/2019, 16:10:00",0.9747848121,0.9989155743,0.9993362435
"01/21/2019, 16:12:00",0.9739003561,0.9859323392,0.5536648912
"01/21/2019, 16:14:00",0.9731619737,0.9351125507,0.9558348232
"01/21/2019, 16:16:00",0.9945254557,0.9837909614,0.9888509255
"01/21/2019, 16:18:00",0.9923114896,0.983708514,0.9907828279
"01/21/2019, 16:20:00",0.9218817306,0.9831719631,0.9813405924
"01/21/2019, 16:22:00",0.9561798254,0.9848933712,0.9774840749
"01/21/2019, 16:24:00",0.9929637277,0.9728115733,0.9950843368
"01/21/2019, 16:26:00",0.9911133852,0.9801458187,0.9942007291
"01/21/2019, 16:28:00",0.5010844082,0.9390532749,0.9911854008
"01/21/2019, 16:30:00",0.6334579052,0.9958998482,0.857877539
"01/21/2019, 16:32:00",0.9518145265,0.9996603523,0.9301679047
